"Champion","role","opponent","win_rate"
"Karthus","Middle","Vladimir""","43.75"
"Karthus","Middle","Varus""","41.66"
"Karthus","Middle","Anivia""","42.5"
"Karthus","Middle","Quinn""","40"
"Karthus","Middle","Zilean""","50"
"Karthus","Middle","Chogath""","55.88"
"Karthus","Middle","Brand""","50"
"Karthus","Middle","Ryze""","60"
"Karthus","Middle","Velkoz""","46.29"
"Karthus","Middle","Malzahar""","53.57"
"Karthus","Middle","Kayle""","54.05"
"Karthus","Middle","Pantheon""","64.28"
"Karthus","Middle","Katarina""","50.78"
"Karthus","Middle","Orianna""","45.61"
"Karthus","Middle","Diana""","47.69"
"Karthus","Middle","Gangplank""","50"
"Karthus","Middle","Annie""","50.66"
"Karthus","Middle","Lissandra""","46.59"
"Karthus","Middle","Lulu""","51.92"
"Karthus","Middle","Karma""","51.47"
"Karthus","Middle","Corki""","57.42"
"Karthus","Middle","TwistedFate""","51.35"
"Karthus","Middle","Zed""","50.87"
"Karthus","Middle","Azir""","52.55"
"Karthus","Middle","Fizz""","45.37"
"Karthus","Middle","Ahri""","43.27"
"Karthus","Middle","Leblanc""","55.39"
"Karthus","Middle","Lux""","46.02"
"Karthus","Middle","Morgana""","56.45"
"Karthus","Middle","Yasuo""","52.17"
"Karthus","Middle","Ekko""","53.96"
"Shaco","Jungle","Nunu""","52.85"
"Shaco","Jungle","Aatrox""","63.63"
"Shaco","Jungle","Rumble""","46.66"
"Shaco","Jungle","Skarner""","52.17"
"Shaco","Jungle","FiddleSticks""","51.61"
"Shaco","Jungle","Olaf""","36.84"
"Shaco","Jungle","RekSai""","56.6"
"Shaco","Jungle","Warwick""","52.94"
"Shaco","Jungle","Evelynn""","56.1"
"Shaco","Jungle","Sion""","42.85"
"Shaco","Jungle","DrMundo""","43.33"
"Shaco","Jungle","AurelionSol""","53.22"
"Shaco","Jungle","Sejuani""","47.26"
"Shaco","Jungle","Tryndamere""","50"
"Shaco","Jungle","Quinn""","49.33"
"Shaco","Jungle","Chogath""","48.97"
"Shaco","Jungle","Hecarim""","54.11"
"Shaco","Jungle","JarvanIV""","51.58"
"Shaco","Jungle","Zac""","50.26"
"Shaco","Jungle","Nocturne""","47.65"
"Shaco","Jungle","MonkeyKing""","52.99"
"Shaco","Jungle","XinZhao""","55.47"
"Shaco","Jungle","Kayle""","47.14"
"Shaco","Jungle","Udyr""","53.54"
"Shaco","Jungle","Pantheon""","62.99"
"Shaco","Jungle","Rammus""","49.65"
"Shaco","Jungle","Vi""","48.11"
"Shaco","Jungle","Shyvana""","47.29"
"Shaco","Jungle","Rengar""","53.28"
"Shaco","Jungle","Diana""","54.29"
"Shaco","Jungle","Volibear""","45.38"
"Shaco","Jungle","Amumu""","45.81"
"Shaco","Jungle","Elise""","54.04"
"Shaco","Jungle","Nidalee""","52.76"
"Shaco","Jungle","Poppy""","59.52"
"Shaco","Jungle","Jax""","46.96"
"Shaco","Jungle","Kindred""","50.96"
"Shaco","Jungle","Maokai""","53.67"
"Shaco","Jungle","MasterYi""","49.82"
"Shaco","Jungle","Trundle""","51.12"
"Shaco","Jungle","Khazix""","51.6"
"Shaco","Jungle","Fizz""","53.62"
"Shaco","Jungle","Gragas""","53.34"
"Shaco","Jungle","Graves""","46.14"
"Shaco","Jungle","Ekko""","49.53"
"Shaco","Jungle","LeeSin""","54.15"
"Janna","Support","Galio""","36.36"
"Janna","Support","Nunu""","69.23"
"Janna","Support","FiddleSticks""","64.7"
"Janna","Support","Kennen""","52.8"
"Janna","Support","Taric""","54.41"
"Janna","Support","Zyra""","52"
"Janna","Support","TahmKench""","61.99"
"Janna","Support","Zilean""","51.73"
"Janna","Support","Brand""","53.39"
"Janna","Support","Sona""","47.79"
"Janna","Support","Velkoz""","55.32"
"Janna","Support","Shen""","62.62"
"Janna","Support","Nami""","49.35"
"Janna","Support","Annie""","53.83"
"Janna","Support","Poppy""","58.83"
"Janna","Support","Lulu""","54"
"Janna","Support","Karma""","55.59"
"Janna","Support","Bard""","54.47"
"Janna","Support","Leona""","52.38"
"Janna","Support","Trundle""","53.63"
"Janna","Support","Soraka""","48.04"
"Janna","Support","Lux""","55.65"
"Janna","Support","Nautilus""","53.82"
"Janna","Support","Blitzcrank""","50.26"
"Janna","Support","Morgana""","53.72"
"Janna","Support","Braum""","51.09"
"Janna","Support","Alistar""","54.36"
"Janna","Support","Thresh""","53.57"
"Veigar","Middle","Urgot""","0"
"Veigar","Middle","Mordekaiser""","50"
"Veigar","Middle","Galio""","47.36"
"Veigar","Middle","Karthus""","50"
"Veigar","Middle","Cassiopeia""","47.05"
"Veigar","Middle","Swain""","45.45"
"Veigar","Middle","Heimerdinger""","36.66"
"Veigar","Middle","Ziggs""","52.77"
"Veigar","Middle","Kennen""","41.66"
"Veigar","Middle","Xerath""","42.68"
"Veigar","Middle","Syndra""","44.82"
"Veigar","Middle","Jayce""","52.72"
"Veigar","Middle","Zyra""","43.75"
"Veigar","Middle","Talon""","44.69"
"Veigar","Middle","Kassadin""","44.21"
"Veigar","Middle","Viktor""","44.68"
"Veigar","Middle","Akali""","31.37"
"Veigar","Middle","AurelionSol""","50"
"Veigar","Middle","Vladimir""","61.29"
"Veigar","Middle","Varus""","48.38"
"Veigar","Middle","Anivia""","34.55"
"Veigar","Middle","Quinn""","46.66"
"Veigar","Middle","Zilean""","48.78"
"Veigar","Middle","Chogath""","45"
"Veigar","Middle","Brand""","40.21"
"Veigar","Middle","Ryze""","49.01"
"Veigar","Middle","Velkoz""","46.87"
"Veigar","Middle","Malzahar""","51.98"
"Veigar","Middle","Kayle""","35.59"
"Veigar","Middle","Pantheon""","52.63"
"Veigar","Middle","Katarina""","42.85"
"Veigar","Middle","Orianna""","46.99"
"Veigar","Middle","Diana""","48.33"
"Veigar","Middle","Gangplank""","41.17"
"Veigar","Middle","Annie""","47.69"
"Veigar","Middle","Lissandra""","45.71"
"Veigar","Middle","Lulu""","55.55"
"Veigar","Middle","Karma""","47.88"
"Veigar","Middle","Corki""","40.98"
"Veigar","Middle","TwistedFate""","45.33"
"Veigar","Middle","Zed""","40.16"
"Veigar","Middle","Azir""","43.07"
"Veigar","Middle","Fizz""","45.42"
"Veigar","Middle","Ahri""","46.15"
"Veigar","Middle","Leblanc""","48.28"
"Veigar","Middle","Lux""","47.3"
"Veigar","Middle","Morgana""","46.95"
"Veigar","Middle","Yasuo""","49.54"
"Veigar","Middle","Ekko""","49.47"
"Malphite","Top","Yorick""","55.84"
"Malphite","Top","Urgot""","54.54"
"Malphite","Top","Mordekaiser""","54.54"
"Malphite","Top","Galio""","51.06"
"Malphite","Top","Nunu""","53.33"
"Malphite","Top","Aatrox""","45.16"
"Malphite","Top","Singed""","48.4"
"Malphite","Top","Rumble""","60.11"
"Malphite","Top","Cassiopeia""","48.27"
"Malphite","Top","Swain""","47.14"
"Malphite","Top","Heimerdinger""","50.4"
"Malphite","Top","Olaf""","57.32"
"Malphite","Top","Illaoi""","50"
"Malphite","Top","Kennen""","58.78"
"Malphite","Top","Jayce""","70.11"
"Malphite","Top","Warwick""","67.21"
"Malphite","Top","Sion""","47.4"
"Malphite","Top","Akali""","48.51"
"Malphite","Top","Teemo""","54.28"
"Malphite","Top","DrMundo""","55.21"
"Malphite","Top","Vladimir""","48.23"
"Malphite","Top","Tryndamere""","50.33"
"Malphite","Top","Gnar""","57.11"
"Malphite","Top","Quinn""","55.64"
"Malphite","Top","TahmKench""","54"
"Malphite","Top","Chogath""","49.04"
"Malphite","Top","Hecarim""","49.6"
"Malphite","Top","Fiora""","58.2"
"Malphite","Top","JarvanIV""","50.6"
"Malphite","Top","Zac""","44.62"
"Malphite","Top","Ryze""","48.39"
"Malphite","Top","MonkeyKing""","55.41"
"Malphite","Top","Garen""","52.01"
"Malphite","Top","Kayle""","47.38"
"Malphite","Top","Pantheon""","53.03"
"Malphite","Top","Renekton""","54.9"
"Malphite","Top","Shen""","49.44"
"Malphite","Top","Rammus""","51.11"
"Malphite","Top","Nasus""","48.91"
"Malphite","Top","Rengar""","55.66"
"Malphite","Top","Volibear""","55.87"
"Malphite","Top","Gangplank""","50.53"
"Malphite","Top","Riven""","52.66"
"Malphite","Top","Lissandra""","51.49"
"Malphite","Top","Poppy""","55.02"
"Malphite","Top","Lulu""","56.06"
"Malphite","Top","Darius""","48.96"
"Malphite","Top","Jax""","57.42"
"Malphite","Top","Maokai""","49.34"
"Malphite","Top","Trundle""","49.6"
"Malphite","Top","Irelia""","56.37"
"Malphite","Top","Fizz""","50.79"
"Malphite","Top","Nautilus""","49.55"
"Malphite","Top","Yasuo""","50.86"
"Malphite","Top","Graves""","53.24"
"Malphite","Top","Ekko""","42.1"
"JarvanIV","Top","Yorick""","56.25"
"JarvanIV","Top","Urgot""","0"
"JarvanIV","Top","Mordekaiser""","46.66"
"JarvanIV","Top","Galio""","100"
"JarvanIV","Top","Nunu""","50"
"JarvanIV","Top","Aatrox""","57.89"
"JarvanIV","Top","Singed""","60.97"
"JarvanIV","Top","Rumble""","68.18"
"JarvanIV","Top","Cassiopeia""","50"
"JarvanIV","Top","Swain""","41.66"
"JarvanIV","Top","Heimerdinger""","50"
"JarvanIV","Top","Olaf""","58.33"
"JarvanIV","Top","Illaoi""","53.96"
"JarvanIV","Top","Kennen""","51.28"
"JarvanIV","Top","Jayce""","63.04"
"JarvanIV","Top","Warwick""","88.88"
"JarvanIV","Top","Sion""","53.22"
"JarvanIV","Top","Akali""","44.18"
"JarvanIV","Top","Teemo""","54.38"
"JarvanIV","Top","DrMundo""","50"
"JarvanIV","Top","Vladimir""","68.29"
"JarvanIV","Top","Tryndamere""","44.92"
"JarvanIV","Top","Gnar""","57.65"
"JarvanIV","Top","Quinn""","51.72"
"JarvanIV","Top","TahmKench""","34.69"
"JarvanIV","Top","Chogath""","60.31"
"JarvanIV","Top","Hecarim""","51.61"
"JarvanIV","Top","Fiora""","44.82"
"JarvanIV","Top","Zac""","63.63"
"JarvanIV","Top","Ryze""","60.46"
"JarvanIV","Top","MonkeyKing""","51.78"
"JarvanIV","Top","Garen""","57.14"
"JarvanIV","Top","Kayle""","57.37"
"JarvanIV","Top","Pantheon""","54.21"
"JarvanIV","Top","Renekton""","50"
"JarvanIV","Top","Shen""","45.37"
"JarvanIV","Top","Rammus""","43.75"
"JarvanIV","Top","Nasus""","49.38"
"JarvanIV","Top","Rengar""","57.77"
"JarvanIV","Top","Volibear""","50"
"JarvanIV","Top","Gangplank""","53.7"
"JarvanIV","Top","Riven""","52.54"
"JarvanIV","Top","Lissandra""","49.33"
"JarvanIV","Top","Poppy""","51.8"
"JarvanIV","Top","Lulu""","50"
"JarvanIV","Top","Darius""","49.29"
"JarvanIV","Top","Jax""","54.19"
"JarvanIV","Top","Malphite""","49.39"
"JarvanIV","Top","Maokai""","52.84"
"JarvanIV","Top","Trundle""","43.78"
"JarvanIV","Top","Irelia""","44.21"
"JarvanIV","Top","Fizz""","41.81"
"JarvanIV","Top","Nautilus""","45.32"
"JarvanIV","Top","Yasuo""","50"
"JarvanIV","Top","Graves""","47.36"
"JarvanIV","Top","Ekko""","39.07"
"JarvanIV","Top","",""
"JarvanIV","Jungle","Nunu""","52.63"
"JarvanIV","Jungle","Aatrox""","51.72"
"JarvanIV","Jungle","Rumble""","32.6"
"JarvanIV","Jungle","Skarner""","45.88"
"JarvanIV","Jungle","FiddleSticks""","50"
"JarvanIV","Jungle","Olaf""","51.85"
"JarvanIV","Jungle","RekSai""","46.8"
"JarvanIV","Jungle","Warwick""","51.47"
"JarvanIV","Jungle","Evelynn""","45.66"
"JarvanIV","Jungle","Sion""","35"
"JarvanIV","Jungle","DrMundo""","55"
"JarvanIV","Jungle","AurelionSol""","50.9"
"JarvanIV","Jungle","Sejuani""","50.76"
"JarvanIV","Jungle","Tryndamere""","44"
"JarvanIV","Jungle","Quinn""","60"
"JarvanIV","Jungle","Chogath""","48.27"
"JarvanIV","Jungle","Hecarim""","49.38"
"JarvanIV","Jungle","Zac""","38.88"
"JarvanIV","Jungle","Nocturne""","45.56"
"JarvanIV","Jungle","MonkeyKing""","52.75"
"JarvanIV","Jungle","XinZhao""","43.08"
"JarvanIV","Jungle","Kayle""","59.45"
"JarvanIV","Jungle","Udyr""","51.31"
"JarvanIV","Jungle","Pantheon""","47.12"
"JarvanIV","Jungle","Rammus""","46.7"
"JarvanIV","Jungle","Shaco""","48.41"
"JarvanIV","Jungle","Vi""","45.82"
"JarvanIV","Jungle","Shyvana""","51.81"
"JarvanIV","Jungle","Rengar""","48.81"
"JarvanIV","Jungle","Diana""","46.32"
"JarvanIV","Jungle","Volibear""","44.03"
"JarvanIV","Jungle","Amumu""","41.37"
"JarvanIV","Jungle","Elise""","48.97"
"JarvanIV","Jungle","Nidalee""","52.29"
"JarvanIV","Jungle","Poppy""","46.15"
"JarvanIV","Jungle","Jax""","45.34"
"JarvanIV","Jungle","Kindred""","44.51"
"JarvanIV","Jungle","Maokai""","46.57"
"JarvanIV","Jungle","MasterYi""","45.29"
"JarvanIV","Jungle","Trundle""","48.64"
"JarvanIV","Jungle","Khazix""","48.02"
"JarvanIV","Jungle","Fizz""","43.92"
"JarvanIV","Jungle","Gragas""","49.53"
"JarvanIV","Jungle","Graves""","46.11"
"JarvanIV","Jungle","Ekko""","43.28"
"JarvanIV","Jungle","LeeSin""","53.64"
"LeeSin","Jungle","Nunu""","47.42"
"LeeSin","Jungle","Aatrox""","48.52"
"LeeSin","Jungle","Rumble""","54.66"
"LeeSin","Jungle","Skarner""","45.79"
"LeeSin","Jungle","FiddleSticks""","45.6"
"LeeSin","Jungle","Olaf""","51.96"
"LeeSin","Jungle","RekSai""","49.89"
"LeeSin","Jungle","Warwick""","42.9"
"LeeSin","Jungle","Evelynn""","49.02"
"LeeSin","Jungle","Sion""","43.21"
"LeeSin","Jungle","DrMundo""","50.2"
"LeeSin","Jungle","AurelionSol""","52.84"
"LeeSin","Jungle","Sejuani""","45.15"
"LeeSin","Jungle","Tryndamere""","59.91"
"LeeSin","Jungle","Quinn""","41.01"
"LeeSin","Jungle","Chogath""","43.37"
"LeeSin","Jungle","Hecarim""","46.94"
"LeeSin","Jungle","JarvanIV""","46.35"
"LeeSin","Jungle","Zac""","47.82"
"LeeSin","Jungle","Nocturne""","44.88"
"LeeSin","Jungle","MonkeyKing""","45.38"
"LeeSin","Jungle","XinZhao""","45.32"
"LeeSin","Jungle","Kayle""","44.66"
"LeeSin","Jungle","Udyr""","47.08"
"LeeSin","Jungle","Pantheon""","48.32"
"LeeSin","Jungle","Rammus""","47.36"
"LeeSin","Jungle","Shaco""","45.83"
"LeeSin","Jungle","Vi""","43.03"
"LeeSin","Jungle","Shyvana""","43.75"
"LeeSin","Jungle","Rengar""","47.59"
"LeeSin","Jungle","Diana""","47.31"
"LeeSin","Jungle","Volibear""","43.37"
"LeeSin","Jungle","Amumu""","43.93"
"LeeSin","Jungle","Elise""","48.15"
"LeeSin","Jungle","Nidalee""","45.21"
"LeeSin","Jungle","Poppy""","49.18"
"LeeSin","Jungle","Jax""","47.05"
"LeeSin","Jungle","Kindred""","43.87"
"LeeSin","Jungle","Maokai""","43.87"
"LeeSin","Jungle","MasterYi""","45.94"
"LeeSin","Jungle","Trundle""","45.19"
"LeeSin","Jungle","Khazix""","47.19"
"LeeSin","Jungle","Fizz""","47.23"
"LeeSin","Jungle","Gragas""","46.41"
"LeeSin","Jungle","Graves""","45.74"
"LeeSin","Jungle","Ekko""","45.71"
"Heimerdinger","Top","Yorick""","45.45"
"Heimerdinger","Top","Urgot""","80"
"Heimerdinger","Top","Mordekaiser""","75"
"Heimerdinger","Top","Galio""","22.22"
"Heimerdinger","Top","Nunu""","0"
"Heimerdinger","Top","Aatrox""","40"
"Heimerdinger","Top","Singed""","44.44"
"Heimerdinger","Top","Rumble""","40"
"Heimerdinger","Top","Cassiopeia""","100"
"Heimerdinger","Top","Swain""","70"
"Heimerdinger","Top","Olaf""","52.63"
"Heimerdinger","Top","Illaoi""","46.34"
"Heimerdinger","Top","Kennen""","66.66"
"Heimerdinger","Top","Jayce""","65.51"
"Heimerdinger","Top","Warwick""","88.88"
"Heimerdinger","Top","Sion""","56.09"
"Heimerdinger","Top","Akali""","50"
"Heimerdinger","Top","Teemo""","64.28"
"Heimerdinger","Top","DrMundo""","46.51"
"Heimerdinger","Top","Vladimir""","47.91"
"Heimerdinger","Top","Tryndamere""","40"
"Heimerdinger","Top","Gnar""","38.88"
"Heimerdinger","Top","Quinn""","45.45"
"Heimerdinger","Top","TahmKench""","60"
"Heimerdinger","Top","Chogath""","50"
"Heimerdinger","Top","Hecarim""","46.15"
"Heimerdinger","Top","Fiora""","56"
"Heimerdinger","Top","JarvanIV""","50"
"Heimerdinger","Top","Zac""","50"
"Heimerdinger","Top","Ryze""","57.37"
"Heimerdinger","Top","MonkeyKing""","57.49"
"Heimerdinger","Top","Garen""","46.66"
"Heimerdinger","Top","Kayle""","34.14"
"Heimerdinger","Top","Pantheon""","38.09"
"Heimerdinger","Top","Renekton""","36.92"
"Heimerdinger","Top","Shen""","46.66"
"Heimerdinger","Top","Rammus""","56.66"
"Heimerdinger","Top","Nasus""","51.64"
"Heimerdinger","Top","Rengar""","36.84"
"Heimerdinger","Top","Volibear""","50"
"Heimerdinger","Top","Gangplank""","45.65"
"Heimerdinger","Top","Riven""","49.07"
"Heimerdinger","Top","Lissandra""","57.14"
"Heimerdinger","Top","Poppy""","56.33"
"Heimerdinger","Top","Lulu""","57.69"
"Heimerdinger","Top","Darius""","53.6"
"Heimerdinger","Top","Jax""","48.27"
"Heimerdinger","Top","Malphite""","49.59"
"Heimerdinger","Top","Maokai""","49.61"
"Heimerdinger","Top","Trundle""","46"
"Heimerdinger","Top","Irelia""","46.87"
"Heimerdinger","Top","Fizz""","31.03"
"Heimerdinger","Top","Nautilus""","47.86"
"Heimerdinger","Top","Yasuo""","39.23"
"Heimerdinger","Top","Graves""","45"
"Heimerdinger","Top","Ekko""","39.25"
"Heimerdinger","Top","",""
"Heimerdinger","Middle","Urgot""","50"
"Heimerdinger","Middle","Mordekaiser""","50"
"Heimerdinger","Middle","Galio""","80"
"Heimerdinger","Middle","Karthus""","50"
"Heimerdinger","Middle","Cassiopeia""","43.75"
"Heimerdinger","Middle","Swain""","43.75"
"Heimerdinger","Middle","Ziggs""","60.86"
"Heimerdinger","Middle","Veigar""","63.33"
"Heimerdinger","Middle","Kennen""","50"
"Heimerdinger","Middle","Xerath""","48.93"
"Heimerdinger","Middle","Syndra""","31.57"
"Heimerdinger","Middle","Jayce""","72.72"
"Heimerdinger","Middle","Zyra""","40"
"Heimerdinger","Middle","Talon""","40"
"Heimerdinger","Middle","Kassadin""","51.06"
"Heimerdinger","Middle","Viktor""","43.13"
"Heimerdinger","Middle","Akali""","63.15"
"Heimerdinger","Middle","AurelionSol""","48.71"
"Heimerdinger","Middle","Vladimir""","58.33"
"Heimerdinger","Middle","Varus""","47.61"
"Heimerdinger","Middle","Anivia""","45.45"
"Heimerdinger","Middle","Quinn""","42.85"
"Heimerdinger","Middle","Zilean""","51.72"
"Heimerdinger","Middle","Chogath""","47.61"
"Heimerdinger","Middle","Brand""","50"
"Heimerdinger","Middle","Ryze""","52.38"
"Heimerdinger","Middle","Velkoz""","44.89"
"Heimerdinger","Middle","Malzahar""","47.43"
"Heimerdinger","Middle","Kayle""","60.6"
"Heimerdinger","Middle","Pantheon""","60"
"Heimerdinger","Middle","Katarina""","54.28"
"Heimerdinger","Middle","Orianna""","35.95"
"Heimerdinger","Middle","Diana""","32.87"
"Heimerdinger","Middle","Gangplank""","52.63"
"Heimerdinger","Middle","Annie""","51.72"
"Heimerdinger","Middle","Lissandra""","47.05"
"Heimerdinger","Middle","Lulu""","46.66"
"Heimerdinger","Middle","Karma""","52.08"
"Heimerdinger","Middle","Corki""","56.36"
"Heimerdinger","Middle","TwistedFate""","51.06"
"Heimerdinger","Middle","Zed""","46.52"
"Heimerdinger","Middle","Azir""","44.02"
"Heimerdinger","Middle","Fizz""","57.98"
"Heimerdinger","Middle","Ahri""","57.54"
"Heimerdinger","Middle","Leblanc""","55.3"
"Heimerdinger","Middle","Lux""","55.75"
"Heimerdinger","Middle","Morgana""","48.93"
"Heimerdinger","Middle","Yasuo""","41.71"
"Heimerdinger","Middle","Ekko""","54.54"
"Gragas","Jungle","Nunu""","55.04"
"Gragas","Jungle","Aatrox""","49.56"
"Gragas","Jungle","Rumble""","51.35"
"Gragas","Jungle","Skarner""","48.89"
"Gragas","Jungle","FiddleSticks""","47.91"
"Gragas","Jungle","Olaf""","48.67"
"Gragas","Jungle","RekSai""","52.02"
"Gragas","Jungle","Warwick""","47.85"
"Gragas","Jungle","Evelynn""","50.73"
"Gragas","Jungle","Sion""","50.42"
"Gragas","Jungle","DrMundo""","58.95"
"Gragas","Jungle","AurelionSol""","57.42"
"Gragas","Jungle","Sejuani""","48.54"
"Gragas","Jungle","Tryndamere""","53.52"
"Gragas","Jungle","Quinn""","56.91"
"Gragas","Jungle","Chogath""","50"
"Gragas","Jungle","Hecarim""","46.47"
"Gragas","Jungle","JarvanIV""","50.46"
"Gragas","Jungle","Zac""","51.14"
"Gragas","Jungle","Nocturne""","49.91"
"Gragas","Jungle","MonkeyKing""","50.85"
"Gragas","Jungle","XinZhao""","46.7"
"Gragas","Jungle","Kayle""","49.52"
"Gragas","Jungle","Udyr""","49.52"
"Gragas","Jungle","Pantheon""","53.73"
"Gragas","Jungle","Rammus""","50.35"
"Gragas","Jungle","Shaco""","46.65"
"Gragas","Jungle","Vi""","47.87"
"Gragas","Jungle","Shyvana""","47.05"
"Gragas","Jungle","Rengar""","51.65"
"Gragas","Jungle","Diana""","52.49"
"Gragas","Jungle","Volibear""","45.11"
"Gragas","Jungle","Amumu""","47.55"
"Gragas","Jungle","Elise""","53.75"
"Gragas","Jungle","Nidalee""","47.2"
"Gragas","Jungle","Poppy""","57.68"
"Gragas","Jungle","Jax""","46.59"
"Gragas","Jungle","Kindred""","47.76"
"Gragas","Jungle","Maokai""","49.74"
"Gragas","Jungle","MasterYi""","48.55"
"Gragas","Jungle","Trundle""","51.96"
"Gragas","Jungle","Khazix""","49.65"
"Gragas","Jungle","Fizz""","50.48"
"Gragas","Jungle","Graves""","47.67"
"Gragas","Jungle","Ekko""","46.32"
"Gragas","Jungle","LeeSin""","53.58"
"Akali","Top","Yorick""","70"
"Akali","Top","Urgot""","35.71"
"Akali","Top","Mordekaiser""","63.15"
"Akali","Top","Galio""","73.33"
"Akali","Top","Nunu""","50"
"Akali","Top","Aatrox""","54.16"
"Akali","Top","Singed""","47.22"
"Akali","Top","Rumble""","54.16"
"Akali","Top","Cassiopeia""","80"
"Akali","Top","Swain""","63.15"
"Akali","Top","Heimerdinger""","50"
"Akali","Top","Olaf""","61.22"
"Akali","Top","Illaoi""","44.31"
"Akali","Top","Kennen""","52.77"
"Akali","Top","Jayce""","58.06"
"Akali","Top","Warwick""","66.66"
"Akali","Top","Sion""","38.35"
"Akali","Top","Teemo""","50.53"
"Akali","Top","DrMundo""","45.45"
"Akali","Top","Vladimir""","55.43"
"Akali","Top","Tryndamere""","45.94"
"Akali","Top","Gnar""","50.41"
"Akali","Top","Quinn""","38.23"
